ticker,isin,localcurrency,localprice,convertedprice,currencyfactor
"LEN US Equity",US5260571048,USD,44.29,44.29,1
"DHI US Equity",US23331A1097,USD,24.96,24.96,1
"SLG US Equity",US78440X1019,USD,121.32,121.32,1
"BXP US Equity",US1011211018,USD,131.26,131.26,1
"VNO US Equity",US9290421091,USD,119.37,119.37,1
"NA CN Equity",CA6330671034,CAD,50.05,42.5414364641,1.176500
"BMO CN Equity",CA0636711016,CAD,82.55,70.1657458564,1.176500
"RY CN Equity",CA7800871021,CAD,80.45,68.3807904802,1.176500
"ACA FP Equity",FR0000045072,EUR,10.9,13.0820931349,.833200
"GLE FP Equity",FR0000130809,EUR,35.36,42.4387902064,.833200
"BNP FP Equity",FR0000131104,EUR,49.43,59.3254920787,.833200
"CBK GR Equity",DE000CBK1001,EUR,11.2,13.4421507441,.833200
"DBK GR Equity",DE0005140008,EUR,25.37,30.4488718195,.833200
"11 HK Equity",HK0011000095,HKD,129.5,16.6954593507,7.756600
"2388 HK Equity",HK2388011192,HKD,26.05,3.35843024005,7.756600
"MB IM Equity",IT0000062957,EUR,6.87,8.24531925108,.833200
"UCG IM Equity",IT0004781412,EUR,5.44,6.52904464714,.833200
"8308 JP Equity",JP3500610005,JPY,611.9,5.07842974521,120.490000
"BBVA SM Equity",ES0113211835,EUR,7.92,9.50552088334,.833200
"UBSG VX Equity",CH0244767585,CHF,17.09,17.0678118446,1.001300
"BARC LN Equity",GB0031348658,GBp,243.15,3.72872258856,.652100
"RBS LN Equity",GB00B7T77214,GBp,389.1,5.96687624597,.652100
"LLOY LN Equity",GB0008706128,GBp,76.15,1.16776568011,.652100
"HSBA LN Equity",GB0005405286,GBp,612,9.38506364055,.652100
"ETFC US Equity",US2692464017,USD,24.01,24.01,1
"RJF US Equity",US7547301090,USD,57.15,57.15,1
"AMP US Equity",US03076C1062,USD,132.09,132.09,1
"SCHW US Equity",US8085131055,USD,30.22,30.22,1
"PNC US Equity",US6934751057,USD,90.82,90.82,1
"C US Equity",US1729674242,USD,54.26,54.26,1
"BAC US Equity",US0605051046,USD,17.9,17.9,1
"JPM US Equity",US46625H1005,USD,62.49,62.49,1
"WFC US Equity",US9497461015,USD,54.7,54.7,1
"LLC AU Equity",AU000000LLC3,AUD,16.47,13.3317144245,1.235400
"SNC CN Equity",CA78460T1057,CAD,44.52,37.8410539737,1.176500
"EN FP Equity",FR0000120503,EUR,30.03,36.0417666827,.833200
"DG FP Equity",FR0000125486,EUR,45.43,54.5247239558,.833200
"1812 JP Equity",JP3210200006,JPY,499,4.14142252469,120.490000
"1802 JP Equity",JP3190000004,JPY,783,6.49846460287,120.490000
"1803 JP Equity",JP3358800005,JPY,823,6.83044236036,120.490000
"1801 JP Equity",JP3443600006,JPY,687,5.7017179849,120.490000
"ACS SM Equity",ES0167050915,EUR,29.22,35.0696111378,.833200
"SKAB SS Equity",SE0000113250,SEK,168.2,21.2231713626,7.925300
"GVA US Equity",US3873281071,USD,37.19,37.19,1
"ACM US Equity",US00766T1007,USD,30.35,30.35,1
"PWR US Equity",US74762E1029,USD,28.35,28.35,1
"CWN AU Equity",AU000000CWN6,AUD,12.69,10.2719766877,1.235400
"SYD AU Equity",AU000000SYD9,AUD,4.74,3.83681398737,1.235400
"27 HK Equity",HK0027032686,HKD,42.85,5.52432766934,7.756600
"4661 JP Equity",JP3198900007,JPY,27750,230.309569259,120.490000
"1928 HK Equity",KYG7800X1079,HKD,37.7,4.86037696929,7.756600
"ANA SM Equity",ES0125220311,EUR,57.05,68.4709553529,.833200
"FER SM Equity",ES0118900010,EUR,16.36,19.6351416227,.833200
"ISCA US Equity",US4603352018,USD,31.76,31.76,1
"LTM US Equity",US53217R2076,USD,56.12,56.12,1
"SFG US Equity",US8528911006,USD,69.15,69.15,1
"CXW US Equity",US22025Y4070,USD,36.77,36.77,1
"SCI US Equity",US8175651046,USD,22.52,22.52,1
"LYV US Equity",US5380341090,USD,26.16,26.16,1
"TMK US Equity",US8910271043,USD,54.16,54.16,1
"UNM US Equity",US91529Y1064,USD,34.74,34.74,1
"WYNN US Equity",US9831341071,USD,146.89,146.89,1
"RCL US Equity",LR0008862868,USD,82.95,82.95,1
"CCI US Equity",US22822V1017,USD,79.51,79.51,1
"AFL US Equity",US0010551028,USD,61.08,61.08,1
"CCL LN Equity",GB0031215220,GBp,2930,44.9317589327,.652100
"CCL US Equity",PA1436583006,USD,45.61,45.61,1
"AMT US Equity",US03027X1000,USD,99.67,99.67,1
"MQG AU Equity",AU000000MQG1,AUD,58.54,47.3854621985,1.235400
"8309 JP Equity",JP3892100003,JPY,463.2,3.84430243174,120.490000
"8411 JP Equity",JP3885780001,JPY,202.5,1.68063739729,120.490000
"8306 JP Equity",JP3902900004,JPY,664.5,5.51498049631,120.490000
"DBS SP Equity",SG1L01001701,SGD,20.5,15.3984826861,1.331300
"HME US Equity",US4373061039,USD,66.59,66.59,1
"ACC US Equity",US0248351001,USD,42.09,42.09,1
"AIV US Equity",US03748R1014,USD,37.89,37.89,1
"MAA US Equity",US59522J1034,USD,76.15,76.15,1
"CPT US Equity",US1331311027,USD,75.25,75.25,1
"EXR US Equity",US30225T1025,USD,58.94,58.94,1
"UDR US Equity",US9026531049,USD,31.37,31.37,1
"ESS US Equity",US2971781057,USD,210.35,210.35,1
"AVB US Equity",US0534841012,USD,165.81,165.81,1
"EQR US Equity",US29476L1070,USD,73.41,73.41,1
"PSA US Equity",US74460D1090,USD,187.23,187.23,1
"939 HK Equity",CNE1000002H1,HKD,6.5,0.837996029188,7.756600
"DANSKE DC Equity",DK0010274414,DKK,168.3,27.1329077191,6.202800
"POP SM Equity",ES0113790226,EUR,4.43,5.31685069611,.833200
"IBOC US Equity",US4590441030,USD,26.2,26.2,1
"CATY US Equity",US1491501045,USD,25.32,25.32,1
"UMPQ US Equity",US9042141039,USD,16.86,16.86,1
"SIVB US Equity",US78486Q1013,USD,115.13,115.13,1
"SBNY US Equity",US82669G1040,USD,125.25,125.25,1
"CMA US Equity",US2003401070,USD,46.29,46.29,1
"ADS US Equity",US0185811082,USD,285.37,285.37,1
"DFS US Equity",US2547091080,USD,65.36,65.36,1
"AXP US Equity",US0258161092,USD,93.02,93.02,1
"IAG AU Equity",AU000000IAG3,AUD,6.3,5.09956289461,1.235400
"SUN AU Equity",AU000000SUN6,AUD,14.04,11.3647401651,1.235400
"SAMAS FH Equity",FI0009003305,EUR,39.16,46.9995199232,.833200
"8725 JP Equity",JP3890310000,JPY,2880.5,23.9065482613,120.490000
"ACE US Equity",CH0044328745,USD,114.44,114.44,1
"RSA LN Equity",GB00BKKMKR23,GBp,437.5,6.70909369729,.652100
"AV/ LN Equity",GB0002162385,GBp,484.4,7.42830854163,.652100
"KMPR US Equity",US4884011002,USD,35.56,35.56,1
"THG US Equity",US4108671052,USD,70.67,70.67,1
"AIZ US Equity",US04621X1081,USD,67.77,67.77,1
"AC FP Equity",FR0000120404,EUR,37.28,44.7431589054,.833200
"IHG LN Equity",GB00BN33FD40,GBp,2591,39.7331697592,.652100
"WTB LN Equity",GB00B1KJJ408,GBp,4717,72.3355313602,.652100
"LHO US Equity",US5179421087,USD,40.94,40.94,1
"HPT US Equity",US44106M1027,USD,31.45,31.45,1
"WYN US Equity",US98310W1080,USD,85.39,85.39,1
"HOT US Equity",US85590A4013,USD,80.68,80.68,1
"HST US Equity",US44107P1049,USD,23.81,23.81,1
"MAR US Equity",US5719032022,USD,77.75,77.75,1
"8601 JP Equity",JP3502200003,JPY,947.6,7.86455307494,120.490000
"8604 JP Equity",JP3762600009,JPY,690.2,5.72827620549,120.490000
"CSGN VX Equity",CH0012138530,CHF,25.08,25.0474383302,1.001300
"MS US Equity",US6174464486,USD,38.71,38.71,1
"GS US Equity",US38141G1040,USD,194.41,194.41,1
"AHL US Equity",BMG053841059,USD,43.39,43.39,1
"RNR US Equity",BMG7496G1033,USD,96.18,96.18,1
"RE US Equity",BMG3223R1088,USD,168.82,168.82,1
"MUV2 GR Equity",DE0008430026,EUR,164.94,197.959673548,.833200
"SREN VX Equity",CH0126881561,CHF,83.65,83.541396185,1.001300
"RGA US Equity",US7593516047,USD,87.45,87.45,1
"Y US Equity",US0171751003,USD,462.1,462.1,1
"LAD LN Equity",GB00B0ZSH635,GBp,112.6,1.72672902929,.652100
"WMH LN Equity",GB0031698896,GBp,359.7,5.51602514952,.652100
"QBE AU Equity",AU000000QBE9,AUD,11.2,9.06588959042,1.235400
"TCL AU Equity",AU000000TCL6,AUD,8.68,7.02606443257,1.235400
"CCRO3 BZ Equity",BRCCROACNOR2,BRL,14.72,5.46358844926,2.694200
"ALV GR Equity",DE0008404005,EUR,136.62,163.970235238,.833200
"ATL IM Equity",IT0003506190,EUR,19.94,23.9318290927,.833200
"8630 JP Equity",JP3165000005,JPY,3051,25.3216034526,120.490000
"8766 JP Equity",JP3910660004,JPY,3933.5,32.6458627272,120.490000
"ZURN VX Equity",CH0011075394,CHF,311.7,311.295316089,1.001300
"MCY US Equity",US5894001008,USD,56.09,56.09,1
"ORI US Equity",US6802231042,USD,14.61,14.61,1
"HCC US Equity",US4041321021,USD,53.23,53.23,1
"PGR US Equity",US7433151039,USD,27.04,27.04,1
"CB US Equity",US1712321017,USD,102.91,102.91,1
"ALL US Equity",US0200021014,USD,70.12,70.12,1
"TRV US Equity",US89417E1091,USD,105.44,105.44,1
"XL US Equity",IE00B5LRLL25,USD,34.45,34.45,1
"AFG US Equity",US0259321042,USD,60.25,60.25,1
"WRB US Equity",US0844231029,USD,50.65,50.65,1
"CINF US Equity",US1720621010,USD,51.61,51.61,1
"L US Equity",US5404241086,USD,41.74,41.74,1
"BRK/B US Equity",US0846707026,USD,149.17,149.17,1
"TR US Equity",US8905161076,USD,30.28,30.28,1
"UTHR US Equity",US91307C1027,USD,127.73,127.73,1
"SMG US Equity",US8101861065,USD,61.8,61.8,1
"THOR US Equity",US8851753074,USD,32.62,32.62,1
"SVU US Equity",US8685361037,USD,9.65,9.65,1
"LXK US Equity",US5297711070,USD,40.81,40.81,1
"WGL US Equity",US92924F1066,USD,54.6,54.6,1
"TDS US Equity",US8794338298,USD,25.31,25.31,1
"RVBD US Equity",US7685731074,USD,20.39,20.39,1
"UNFI US Equity",US9111631035,USD,75.82,75.82,1
"LAMR US Equity",US5128161099,USD,53.77,53.77,1
"TRMB US Equity",US8962391004,USD,26.91,26.91,1
"MUSA US Equity",US6267551025,USD,67.84,67.84,1
"INT US Equity",US9814751064,USD,47.4,47.4,1
"CST US Equity",US12646R1059,USD,43.83,43.83,1
"WNR US Equity",US9593191045,USD,38.36,38.36,1
"HFC US Equity",US4361061082,USD,38.44,38.44,1
"TUP US Equity",US8998961044,USD,62.4,62.4,1
"BTU US Equity",US7045491047,USD,7.74,7.74,1
"LANC US Equity",US5138471033,USD,92.5,92.5,1
"SXT US Equity",US81725T1007,USD,59.87,59.87,1
"AOL US Equity",US00184X1054,USD,45.49,45.49,1
"JBL US Equity",US4663131039,USD,21.62,21.62,1
"TER US Equity",US8807701029,USD,19.7,19.7,1
"INGR US Equity",US4571871023,USD,84.76,84.76,1
"SLXP US Equity",US7954351067,USD,114.74,114.74,1
"CBST US Equity",US2296781071,USD,100.76,100.76,1
"ENDP US Equity",IE00BJ3V9050,USD,72.15,72.15,1
"WCG US Equity",US94946T1060,USD,80.87,80.87,1
"HNT US Equity",US42222G1085,USD,53.04,53.04,1
"CNC US Equity",US15135B1017,USD,104.44,104.44,1
"OCR US Equity",US6819041087,USD,72.82,72.82,1
"PLCM US Equity",US73172K1043,USD,13.35,13.35,1
"DWA US Equity",US26153C1036,USD,22.65,22.65,1
"PLT US Equity",US7274931085,USD,52.5,52.5,1
"PNM US Equity",US69349H1077,USD,29.69,29.69,1
"CAKE US Equity",US1630721017,USD,50.11,50.11,1
"TECH US Equity",US09073M1045,USD,91.44,91.44,1
"EAT US Equity",US1096411004,USD,58.77,58.77,1
"AMCX US Equity",US00164V1035,USD,63.9,63.9,1
"ODP US Equity",US6762201068,USD,8.43,8.43,1
"HII US Equity",US4464131063,USD,111.91,111.91,1
"OII US Equity",US6752321025,USD,58.85,58.85,1
"WSM US Equity",US9699041011,USD,74.85,74.85,1
"ENR US Equity",US29266R1086,USD,128.62,128.62,1
"JAH US Equity",US4711091086,USD,47.44,47.44,1
"CHD US Equity",US1713401024,USD,79.09,79.09,1
"ASNA US Equity",US04351G1013,USD,12.18,12.18,1
"ALEX US Equity",US0144911049,USD,39.78,39.78,1
"JCP US Equity",US7081601061,USD,6.29,6.29,1
"DECK US Equity",US2435371073,USD,89.74,89.74,1
"BDC US Equity",US0774541066,USD,78.61,78.61,1
"JBLU US Equity",US4771431016,USD,15.79,15.79,1
"GWR US Equity",US3715591059,USD,89.1,89.1,1
"SUNE US Equity",US86732Y1091,USD,19.71,19.71,1
"HUB/B US Equity",US4435102011,USD,107.53,107.53,1
"ALK US Equity",US0116591092,USD,60.33,60.33,1
"LKQ US Equity",US5018892084,USD,27.78,27.78,1
"HBI US Equity",US4103451021,USD,110.61,110.61,1
"AAP US Equity",US00751Y1064,USD,158.56,158.56,1
"DF US Equity",US2423702032,USD,19.03,19.03,1
"POST US Equity",US7374461041,USD,42.74,42.74,1
"AMD US Equity",US0079031078,USD,2.69,2.69,1
"FICO US Equity",US3032501047,USD,72.17,72.17,1
"CRC US Equity",US13057Q1076,USD,5.44,5.44,1
"KBR US Equity",US48242W1062,USD,16.96,16.96,1
"CMP US Equity",US20451N1019,USD,86.93,86.93,1
"BID US Equity",US8358981079,USD,42.77,42.77,1
"TEX US Equity",US8807791038,USD,28.45,28.45,1
"WEN US Equity",US95058W1009,USD,9.06,9.06,1
"IDA US Equity",US4511071064,USD,66.31,66.31,1
"ATML US Equity",US0495131049,USD,8.39,8.39,1
"THS US Equity",US89469A1043,USD,84.47,84.47,1
"GPOR US Equity",US4026353049,USD,42.98,42.98,1
"FLO US Equity",US3434981011,USD,19.14,19.14,1
"AGCO US Equity",US0010841023,USD,45.02,45.02,1
"GXP US Equity",US3911641005,USD,27.96,27.96,1
"PNRA US Equity",US69840W1080,USD,173.1,173.1,1
"DPZ US Equity",US25754A2015,USD,94.29,94.29,1
"CBOE US Equity",US12503M1080,USD,63.36,63.36,1
"BR US Equity",US11133T1034,USD,45.6,45.6,1
"HAIN US Equity",US4052171000,USD,56.94,56.94,1
"WWAV US Equity",US9662441057,USD,34.76,34.76,1
"ROVI US Equity",US7793761021,USD,22.56,22.56,1
"MENT US Equity",US5872001061,USD,21.77,21.77,1
"NATI US Equity",US6365181022,USD,31.16,31.16,1
"PTC US Equity",US69370C1009,USD,36.35,36.35,1
"CDNS US Equity",US1273871087,USD,18.83,18.83,1
"SNPS US Equity",US8716071076,USD,43.1,43.1,1
"ANSS US Equity",US03662Q1058,USD,81.64,81.64,1
"OMI US Equity",US6907321029,USD,34.91,34.91,1
"HSIC US Equity",US8064071025,USD,136.84,136.84,1
"CLF US Equity",US18683K1016,USD,7.03,7.03,1
"PCH US Equity",US7376301039,USD,42.16,42.16,1
"CIEN US Equity",US1717793095,USD,19.54,19.54,1
"SAIC US Equity",US8086251076,USD,49.5,49.5,1
"LPX US Equity",US5463471053,USD,16.54,16.54,1
"THO US Equity",US8851601018,USD,55.48,55.48,1
"CRL US Equity",US1598641074,USD,63.88,63.88,1
"LDOS US Equity",US5253271028,USD,43.14,43.14,1
"JDSU US Equity",US46612J5074,USD,13.7,13.7,1
"SLH US Equity",US83421A1043,USD,51.13,51.13,1
"OSK US Equity",US6882392011,USD,48.31,48.31,1
"RGLD US Equity",US7802871084,USD,64.31,64.31,1
"IGT US Equity",US4599021023,USD,17.29,17.29,1
"ARRS US Equity",US04270V1061,USD,30.25,30.25,1
"TRN US Equity",US8965221091,USD,28.28,28.28,1
"ALGN US Equity",US0162551016,USD,56.2,56.2,1
"BC US Equity",US1170431092,USD,51.04,51.04,1
"ROL US Equity",US7757111049,USD,32.45,32.45,1
"FTNT US Equity",US34959E1091,USD,30.79,30.79,1
"SIRO US Equity",US82966C1036,USD,86.86,86.86,1
"CVD US Equity",US2228161004,USD,104.83,104.83,1
"CDK US Equity",US12508E1010,USD,40.47,40.47,1
"OGE US Equity",US6708371033,USD,35.63,35.63,1
"LNT US Equity",US0188021085,USD,66.5,66.5,1
"RMD US Equity",US7611521078,USD,57.17,57.17,1
"COO US Equity",US2166484020,USD,160.61,160.61,1
"PII US Equity",US7310681025,USD,148.83,148.83,1
"NSR US Equity",US64126X2018,USD,27.74,27.74,1
"SLAB US Equity",US8269191024,USD,47.51,47.51,1
"IDCC US Equity",US45867G1013,USD,52.39,52.39,1
"HSNI US Equity",US4043031099,USD,74.95,74.95,1
"CNK US Equity",US17243V1026,USD,34.91,34.91,1
"BIL US Equity",US78464A6800,USD,45.73,45.73,1
"CPRT US Equity",US2172041061,USD,36.58,36.58,1
"RAX US Equity",US7500861007,USD,47.3,47.3,1
"EQIX US Equity",US29444U5020,USD,226.65,226.65,1
"ACXM US Equity",US0051251090,USD,19.6,19.6,1
"LPNT US Equity",US53219L1098,USD,71.55,71.55,1
"WOOF US Equity",US9181941017,USD,48.58,48.58,1
"BMR US Equity",US09063H1077,USD,21.87,21.87,1
"SNH US Equity",US81721M1099,USD,22.48,22.48,1
"OHI US Equity",US6819361006,USD,40.43,40.43,1
"CYH US Equity",US2036681086,USD,53.81,53.81,1
