ticker,isin,localcurrency,localprice,convertedprice,currencyfactor
"BKH US Equity",US0921131092,USD,53.04,53.04,1
"DBD US Equity",US2536511031,USD,34.64,34.64,1
"PTEN US Equity",US7034811015,USD,16.59,16.59,1
"OIS US Equity",US6780261052,USD,48.9,48.9,1
"CBT US Equity",US1270551013,USD,43.86,43.86,1
"CNL US Equity",US12561W1053,USD,54.54,54.54,1
"HE US Equity",US4198701009,USD,33.48,33.48,1
"WSO US Equity",US9426222009,USD,107,107,1
"PAY US Equity",US92342Y1091,USD,37.2,37.2,1
"ALB US Equity",US0126531013,USD,60.13,60.13,1
"RS US Equity",US7595091023,USD,61.27,61.27,1
"NCR US Equity",US62886E1082,USD,29.14,29.14,1
"NEU US Equity",US6515871076,USD,403.53,403.53,1
"MSM US Equity",US5535301064,USD,81.25,81.25,1
"WR US Equity",US95709T1007,USD,41.24,41.24,1
"TDW US Equity",US8864231027,USD,32.41,32.41,1
"ATW US Equity",US0500951084,USD,28.37,28.37,1
"HLX US Equity",US42330P1075,USD,21.7,21.7,1
"RDC US Equity",GB00B6SLMV12,USD,23.32,23.32,1
"SPN US Equity",US8681571084,USD,20.15,20.15,1
"FCN US Equity",US3029411093,USD,38.63,38.63,1
"CEB US Equity",US21988R1023,USD,72.53,72.53,1
"BRO US Equity",US1152361010,USD,32.91,32.91,1
"JLL US Equity",US48020Q1076,USD,149.93,149.93,1
"IT US Equity",US3666511072,USD,84.21,84.21,1
"AJG US Equity",US3635761097,USD,47.08,47.08,1
"TMST US Equity",US8873991033,USD,37.03,37.03,1
"GEF US Equity",US3976241071,USD,47.23,47.23,1
"CRS US Equity",US1442851036,USD,49.25,49.25,1
"VMI US Equity",US9202531011,USD,127,127,1
"SLGN US Equity",US8270481091,USD,53.6,53.6,1
"EXP US Equity",US26969P1084,USD,76.03,76.03,1
"X US Equity",US9129091081,USD,26.74,26.74,1
"ATR US Equity",US0383361039,USD,66.84,66.84,1
"SON US Equity",US8354951027,USD,43.7,43.7,1
"BMS US Equity",US0814371052,USD,45.21,45.21,1
"STLD US Equity",US8581191009,USD,19.74,19.74,1
"CSL US Equity",US1423391002,USD,90.24,90.24,1
"MTX US Equity",US6031581068,USD,69.45,69.45,1
"KMT US Equity",US4891701009,USD,35.79,35.79,1
"CYT US Equity",US2328201007,USD,46.17,46.17,1
"POL US Equity",US73179P1066,USD,37.91,37.91,1
"CGNX US Equity",US1924221039,USD,41.33,41.33,1
"FEIC US Equity",US30241L1098,USD,90.35,90.35,1
"IPGP US Equity",US44980X1090,USD,74.92,74.92,1
"NDSN US Equity",US6556631025,USD,77.96,77.96,1
"LECO US Equity",US5339001068,USD,69.09,69.09,1
"RPM US Equity",US7496851038,USD,50.71,50.71,1
"VAL US Equity",US9203551042,USD,86.48,86.48,1
"ASH US Equity",US0442091049,USD,119.76,119.76,1
"TECD US Equity",US8782371061,USD,63.23,63.23,1
"DDD US Equity",US88554D2053,USD,32.87,32.87,1
"IM US Equity",US4571531049,USD,27.64,27.64,1
"ARW US Equity",US0427351004,USD,57.89,57.89,1
"AVT US Equity",US0538071038,USD,43.02,43.02,1
"QEP US Equity",US74733V1008,USD,20.22,20.22,1
"NFX US Equity",US6512901082,USD,27.12,27.12,1
"XEC US Equity",US1717981013,USD,106,106,1
"RRC US Equity",US75281A1097,USD,53.45,53.45,1
"SWN US Equity",US8454671095,USD,27.29,27.29,1
"COG US Equity",US1270971039,USD,29.61,29.61,1
"CHK US Equity",US1651671075,USD,19.57,19.57,1
"PXD US Equity",US7237871071,USD,148.85,148.85,1
"DVN US Equity",US25179M1036,USD,61.21,61.21,1
"WMB US Equity",US9694571004,USD,44.94,44.94,1
"APC US Equity",US0325111070,USD,82.5,82.5,1
"EOG US Equity",US26875P1012,USD,92.07,92.07,1
"IPG US Equity",US4606901001,USD,20.77,20.77,1
"CBG US Equity",US12504L1098,USD,34.25,34.25,1
"NLSN US Equity",NL0009538479,USD,44.73,44.73,1
"OMC US Equity",US6819191064,USD,77.47,77.47,1
"AON US Equity",GB00B5BT0K07,USD,94.83,94.83,1
"MMC US Equity",US5717481023,USD,57.24,57.24,1
"NBR US Equity",BMG6359F1032,USD,12.98,12.98,1
"TSS US Equity",US8919061098,USD,33.96,33.96,1
"POM US Equity",US7132911022,USD,26.93,26.93,1
"VRSN US Equity",US92343E1029,USD,57,57,1
"PNW US Equity",US7234841010,USD,68.31,68.31,1
"HP US Equity",US4234521015,USD,67.42,67.42,1
"NAVI US Equity",US63938C1080,USD,21.61,21.61,1
"CMS US Equity",US1258961002,USD,34.75,34.75,1
"SNI US Equity",US8110651010,USD,75.27,75.27,1
"DTE US Equity",US2333311072,USD,86.37,86.37,1
"ETR US Equity",US29364G1031,USD,87.48,87.48,1
"FISV US Equity",US3377381088,USD,70.97,70.97,1
"FIS US Equity",US31620M1062,USD,62.2,62.2,1
"PEG US Equity",US7445731067,USD,41.41,41.41,1
"DISCA US Equity",US25470F1049,USD,34.45,34.45,1
"DISCK US Equity",US25470F3029,USD,33.72,33.72,1
"BHI US Equity",US0572241075,USD,56.07,56.07,1
"PCG US Equity",US69331C1080,USD,53.24,53.24,1
"SRE US Equity",US8168511090,USD,111.36,111.36,1
"CBS US Equity",US1248572026,USD,55.34,55.34,1
"VIAB US Equity",US92553P2011,USD,75.25,75.25,1
"EXC US Equity",US30161N1019,USD,37.08,37.08,1
"HAL US Equity",US4062161017,USD,39.33,39.33,1
"NEE US Equity",US65339F1012,USD,106.29,106.29,1
"SLB US Equity",AN8068571086,USD,85.41,85.41,1
"GME US Equity",US36467W1099,USD,33.8,33.8,1
"TE US Equity",US8723751009,USD,20.49,20.49,1
"NE US Equity",GB00BFG3KF26,USD,16.57,16.57,1
"DO US Equity",US25271C1027,USD,36.71,36.71,1
"GAS US Equity",US0012041069,USD,54.51,54.51,1
"RIG US Equity",CH0048265513,USD,18.33,18.33,1
"FMC US Equity",US3024913036,USD,57.03,57.03,1
"ESV US Equity",GB00B4VLR192,USD,29.95,29.95,1
"SCG US Equity",US80589M1027,USD,60.4,60.4,1
"ARG US Equity",US0093631028,USD,115.18,115.18,1
"NWSA US Equity",US65249B1098,USD,15.69,15.69,1
"CNP US Equity",US15189T1079,USD,23.43,23.43,1
"OKE US Equity",US6826801036,USD,49.79,49.79,1
"AEE US Equity",US0236081024,USD,46.13,46.13,1
"EXPE US Equity",US30212P3038,USD,85.36,85.36,1
"SRCL US Equity",US8589121081,USD,131.08,131.08,1
"EMN US Equity",US2774321002,USD,75.86,75.86,1
"WEC US Equity",US9766571064,USD,52.74,52.74,1
"KSS US Equity",US5002551043,USD,61.04,61.04,1
"NI US Equity",US65473P1057,USD,42.42,42.42,1
"CF US Equity",US1252691001,USD,272.54,272.54,1
"RSG US Equity",US7607591002,USD,40.25,40.25,1
"MOS US Equity",US61945C1036,USD,45.65,45.65,1
"XEL US Equity",US98389B1008,USD,35.92,35.92,1
"ROST US Equity",US7782961038,USD,94.26,94.26,1
"NFLX US Equity",US64110L1061,USD,341.61,341.61,1
"WM US Equity",US94106L1098,USD,51.32,51.32,1
"PPL US Equity",US69351T1060,USD,36.33,36.33,1
"SE US Equity",US8475601097,USD,36.3,36.3,1
"SHW US Equity",US8243481061,USD,263.04,263.04,1
"PPG US Equity",US6935061076,USD,231.15,231.15,1
"APD US Equity",US0091581068,USD,144.23,144.23,1
"PX US Equity",US74005P1049,USD,129.56,129.56,1
"LYB US Equity",NL0009434992,USD,79.39,79.39,1
"SO US Equity",US8425871071,USD,49.11,49.11,1
"TJX US Equity",US8725401090,USD,68.58,68.58,1
"DOW US Equity",US2605431038,USD,45.61,45.61,1
"PCLN US Equity",US7415034039,USD,1140.21,1140.21,1
"DUK US Equity",US26441C2044,USD,83.54,83.54,1
"MON US Equity",US61166W1018,USD,119.47,119.47,1
"LOW US Equity",US5486611073,USD,68.8,68.8,1
"DD US Equity",US2635341090,USD,73.94,73.94,1
"TWX US Equity",US8873173038,USD,85.42,85.42,1
"FOXA US Equity",US90130A1016,USD,38.41,38.41,1
"KMI US Equity",US49456B1017,USD,42.31,42.31,1
"HD US Equity",US4370761029,USD,104.97,104.97,1
"DIS US Equity",US2546871060,USD,94.19,94.19,1
"FOSL US Equity",US34988V1061,USD,110.74,110.74,1
"HAS US Equity",US4180561072,USD,54.99,54.99,1
"SNA US Equity",US8330341012,USD,136.74,136.74,1
"LUK US Equity",US5272881047,USD,22.42,22.42,1
"MAT US Equity",US5770811025,USD,30.95,30.95,1
"PVH US Equity",US6936561009,USD,128.17,128.17,1
"TXT US Equity",US8832031012,USD,42.11,42.11,1
"DOV US Equity",US2600031080,USD,71.72,71.72,1
"WHR US Equity",US9633201069,USD,193.74,193.74,1
"SWK US Equity",US8545021011,USD,96.08,96.08,1
"RL US Equity",US7512121010,USD,185.16,185.16,1
"APH US Equity",US0320951017,USD,53.81,53.81,1
"GMCR US Equity",US49271M1009,USD,132.4,132.4,1
"TEL US Equity",CH0102993182,USD,63.25,63.25,1
"NOC US Equity",US6668071029,USD,147.39,147.39,1
"ETN US Equity",IE00B8KQN827,USD,67.96,67.96,1
"RTN US Equity",US7551115071,USD,108.17,108.17,1
"ITW US Equity",US4523081093,USD,94.7,94.7,1
"EMR US Equity",US2910111044,USD,61.73,61.73,1
"GD US Equity",US3695501086,USD,137.62,137.62,1
"DHR US Equity",US2358511028,USD,85.71,85.71,1
"LMT US Equity",US5398301094,USD,192.57,192.57,1
"HON US Equity",US4385161066,USD,99.92,99.92,1
"NKE US Equity",US6541061031,USD,96.15,96.15,1
"BA US Equity",US0970231058,USD,129.98,129.98,1
"UTX US Equity",US9130171096,USD,115,115,1
"MMM US Equity",US88579Y1010,USD,164.32,164.32,1
"GE US Equity",US3696041033,USD,25.27,25.27,1
"WIN US Equity",US97382A1016,USD,8.24,8.24,1
"CVC US Equity",US12686C1099,USD,20.64,20.64,1
"ADT US Equity",US00101J1060,USD,36.23,36.23,1
"FTR US Equity",US35906A1088,USD,6.67,6.67,1
"VAR US Equity",US92220P1057,USD,86.51,86.51,1
"CFN US Equity",US14170T1016,USD,59.34,59.34,1
"BCR US Equity",US0673831097,USD,166.62,166.62,1
"LVLT US Equity",US52729N3089,USD,49.38,49.38,1
"TYC US Equity",IE00BQRQXQ92,USD,43.86,43.86,1
"ISRG US Equity",US46120E6023,USD,528.94,528.94,1
"CTL US Equity",US1567001060,USD,39.58,39.58,1
"BDX US Equity",US0758871091,USD,139.16,139.16,1
"TWC US Equity",US88732J2078,USD,152.06,152.06,1
"CMCSA US Equity",US20030N1019,USD,58.01,58.01,1
"T US Equity",US00206R1023,USD,33.59,33.59,1
"DNB US Equity",US26483E1001,USD,120.96,120.96,1
"LM US Equity",US5249011058,USD,53.37,53.37,1
"LH US Equity",US50540R4092,USD,107.9,107.9,1
"DGX US Equity",US74834L1008,USD,67.06,67.06,1
"NVDA US Equity",US67066G1040,USD,20.05,20.05,1
"AMG US Equity",US0082521081,USD,212.24,212.24,1
"DVA US Equity",US23918K1088,USD,75.74,75.74,1
"IVZ US Equity",BMG491BT1088,USD,39.52,39.52,1
"NBL US Equity",US6550441058,USD,47.43,47.43,1
"MCO US Equity",US6153691059,USD,95.81,95.81,1
"HCP US Equity",US40414L1098,USD,44.03,44.03,1
"VTR US Equity",US92276F1003,USD,71.7,71.7,1
"TROW US Equity",US74144T1088,USD,85.86,85.86,1
"APA US Equity",US0374111054,USD,62.67,62.67,1
"MHFI US Equity",US5806451093,USD,88.98,88.98,1
"HCN US Equity",US42217K1060,USD,75.67,75.67,1
"BEN US Equity",US3546131018,USD,55.37,55.37,1
"BLK US Equity",US09247X1019,USD,357.56,357.56,1
"OXY US Equity",US6745991058,USD,80.61,80.61,1
"INTC US Equity",US4581401001,USD,36.29,36.29,1
"BIIB US Equity",US09062X1037,USD,339.45,339.45,1
"CELG US Equity",US1510201049,USD,111.86,111.86,1
"ABBV US Equity",US00287Y1091,USD,65.44,65.44,1
"AMGN US Equity",US0311621009,USD,159.29,159.29,1
"GILD US Equity",US3755581036,USD,94.26,94.26,1
"OI US Equity",US6907684038,USD,26.99,26.99,1
"ALLE US Equity",IE00BFRT3W74,USD,55.46,55.46,1
"HAR US Equity",US4130861093,USD,106.71,106.71,1
"HRS US Equity",US4138751056,USD,71.82,71.82,1
"GT US Equity",US3825501014,USD,28.57,28.57,1
"SEE US Equity",US81211K1007,USD,42.43,42.43,1
"BLL US Equity",US0584981064,USD,68.17,68.17,1
"NEM US Equity",US6516391066,USD,18.9,18.9,1
"LLL US Equity",US5024241045,USD,126.21,126.21,1
"COL US Equity",US7743411016,USD,84.48,84.48,1
"BWA US Equity",US0997241064,USD,54.95,54.95,1
"NTAP US Equity",US64110D1046,USD,41.45,41.45,1
"JWN US Equity",US6556641008,USD,79.39,79.39,1
"M US Equity",US55616P1049,USD,65.75,65.75,1
"DLPH US Equity",JE00B783TY65,USD,72.72,72.72,1
"STX US Equity",IE00B58JVZ52,USD,66.5,66.5,1
"FCX US Equity",US35671D8570,USD,23.36,23.36,1
"CMI US Equity",US2310211063,USD,144.17,144.17,1
"WDC US Equity",US9581021055,USD,110.7,110.7,1
"CI US Equity",US1255091092,USD,102.91,102.91,1
"AET US Equity",US00817Y1082,USD,88.83,88.83,1
"JCI US Equity",US4783661071,USD,48.34,48.34,1
"ANTM US Equity",US0367521038,USD,125.67,125.67,1
"EMC US Equity",US2686481027,USD,29.74,29.74,1
"UNH US Equity",US91324P1021,USD,101.09,101.09,1
"TRIP US Equity",US8969452015,USD,74.66,74.66,1
"CPB US Equity",US1344291091,USD,44,44,1
"CAG US Equity",US2058871029,USD,36.28,36.28,1
"GIS US Equity",US3703341046,USD,53.33,53.33,1
"KRFT US Equity",US50076Q1067,USD,62.66,62.66,1
"YHOO US Equity",US9843321061,USD,50.51,50.51,1
"MDLZ US Equity",US6092071058,USD,36.33,36.33,1
"FB US Equity",US30303M1027,USD,78.02,78.02,1
"GOOGL US Equity",US38259P5089,USD,530.66,530.66,1
"GOOG US Equity",US38259P7069,USD,526.4,526.4,1
"AVGO US Equity",SG9999006241,USD,100.59,100.59,1
"BRCM US Equity",US1113201073,USD,43.33,43.33,1
"QCOM US Equity",US7475251036,USD,74.33,74.33,1
"AN US Equity",US05329W1027,USD,60.41,60.41,1
"EW US Equity",US28176E1082,USD,127.38,127.38,1
"KMX US Equity",US1431301027,USD,66.58,66.58,1
"GPC US Equity",US3724601055,USD,106.57,106.57,1
"BSX US Equity",US1011371077,USD,13.25,13.25,1
"STJ US Equity",US7908491035,USD,65.03,65.03,1
"ZMH US Equity",US98956P1021,USD,113.42,113.42,1
"ORLY US Equity",US67103H1077,USD,192.62,192.62,1
"AZO US Equity",US0533321024,USD,619.11,619.11,1
"ZTS US Equity",US98978V1035,USD,43.03,43.03,1
"VRTX US Equity",US92532F1003,USD,118.8,118.8,1
"SYK US Equity",US8636671013,USD,94.33,94.33,1
"ALXN US Equity",US0153511094,USD,185.03,185.03,1
"REGN US Equity",US75886F1075,USD,410.25,410.25,1
"MDT US Equity",US5850551061,USD,72.2,72.2,1
"THC US Equity",US88033G4073,USD,50.67,50.67,1
"JEC US Equity",US4698141078,USD,44.69,44.69,1
"TEG US Equity",US45822P1057,USD,77.85,77.85,1
"XYL US Equity",US98419M1009,USD,38.07,38.07,1
"PCL US Equity",US7292511083,USD,42.79,42.79,1
"MWV US Equity",US5833341077,USD,44.39,44.39,1
"SWY US Equity",US7865142084,USD,35.12,35.12,1
"MLM US Equity",US5732841060,USD,110.32,110.32,1
"FLS US Equity",US34354P1057,USD,59.83,59.83,1
"PETM US Equity",US7167681060,USD,81.3,81.3,1
"VMC US Equity",US9291601097,USD,65.73,65.73,1
"CSC US Equity",US2053631048,USD,63.05,63.05,1
"FDO US Equity",US3070001090,USD,79.21,79.21,1
"FLR US Equity",US3434121022,USD,60.63,60.63,1
"CAM US Equity",US13342B1052,USD,49.95,49.95,1
"PLL US Equity",US6964293079,USD,101.21,101.21,1
"UHS US Equity",US9139031002,USD,111.26,111.26,1
"PNR US Equity",IE00BLS09M33,USD,66.42,66.42,1
"DLTR US Equity",US2567461080,USD,70.38,70.38,1
"FE US Equity",US3379321074,USD,38.99,38.99,1
"NU US Equity",US6643971061,USD,53.52,53.52,1
"PAYX US Equity",US7043261079,USD,46.17,46.17,1
"WFM US Equity",US9668371068,USD,50.42,50.42,1
"WY US Equity",US9621661043,USD,35.89,35.89,1
"ED US Equity",US2091151041,USD,66.01,66.01,1
"ABC US Equity",US03073E1055,USD,90.16,90.16,1
"DG US Equity",US2566771059,USD,70.7,70.7,1
"EIX US Equity",US2810201077,USD,65.48,65.48,1
"IP US Equity",US4601461035,USD,53.58,53.58,1
"CAH US Equity",US14149Y1082,USD,80.73,80.73,1
"NOV US Equity",US6370711011,USD,65.53,65.53,1
"AEP US Equity",US0255371017,USD,60.72,60.72,1
"CTSH US Equity",US1924461023,USD,52.66,52.66,1
"STT US Equity",US8574771031,USD,78.5,78.5,1
"ADP US Equity",US0530151036,USD,83.37,83.37,1
"D US Equity",US25746U1097,USD,76.9,76.9,1
"BK US Equity",US0640581007,USD,40.57,40.57,1
"MCK US Equity",US58155Q1031,USD,207.58,207.58,1
"EBAY US Equity",US2786421030,USD,56.12,56.12,1
"MA US Equity",US57636Q1040,USD,86.16,86.16,1
"AMZN US Equity",US0231351067,USD,310.35,310.35,1
"IBM US Equity",US4592001014,USD,160.44,160.44,1
"V US Equity",US92826C8394,USD,262.2,262.2,1
"FSLR US Equity",US3364331070,USD,44.6,44.6,1
"JOY US Equity",US4811651086,USD,46.52,46.52,1
"FLIR US Equity",US3024451011,USD,32.31,32.31,1
"R US Equity",US7835491082,USD,92.85,92.85,1
"LEG US Equity",US5246601075,USD,42.61,42.61,1
"EXPD US Equity",US3021301094,USD,44.61,44.61,1
"MAS US Equity",US5745991068,USD,25.2,25.2,1
"NWL US Equity",US6512291062,USD,38.09,38.09,1
"URI US Equity",US9113631090,USD,102.01,102.01,1
"CHRW US Equity",US12541W2098,USD,74.89,74.89,1
"MHK US Equity",US6081901042,USD,155.36,155.36,1
"AME US Equity",US0311001004,USD,52.63,52.63,1
"KSU US Equity",US4851703029,USD,122.03,122.03,1
"A US Equity",US00846U1016,USD,40.94,40.94,1
"FAST US Equity",US3119001044,USD,47.56,47.56,1
"UA US Equity",US9043111072,USD,67.9,67.9,1
"ROP US Equity",US7766961061,USD,156.35,156.35,1
"IR US Equity",IE00B6330302,USD,63.39,63.39,1
"GWW US Equity",US3848021040,USD,254.89,254.89,1
"PCAR US Equity",US6937181088,USD,68.01,68.01,1
"GLW US Equity",US2193501051,USD,22.93,22.93,1
"VFC US Equity",US9182041080,USD,74.9,74.9,1
"NSC US Equity",US6558441084,USD,109.61,109.61,1
"CSX US Equity",US1264081035,USD,36.23,36.23,1
"FDX US Equity",US31428X1063,USD,173.66,173.66,1
"CAT US Equity",US1491231015,USD,91.53,91.53,1
"UPS US Equity",US9113121068,USD,111.17,111.17,1
"UNP US Equity",US9078181081,USD,119.13,119.13,1
"AVY US Equity",US0536111091,USD,51.88,51.88,1
"RHI US Equity",US7703231032,USD,58.38,58.38,1
"ACN US Equity",IE00B4BNMY34,USD,89.31,89.31,1
"NDAQ US Equity",US6311031081,USD,47.96,47.96,1
"MCHP US Equity",US5950171042,USD,45.11,45.11,1
"HRL US Equity",US4404521001,USD,52.1,52.1,1
"TSN US Equity",US9024941034,USD,40.09,40.09,1
"SNDK US Equity",US80004C1018,USD,97.98,97.98,1
"ICE US Equity",US45866F1049,USD,219.29,219.29,1
"CME US Equity",US12572Q1058,USD,88.65,88.65,1
"MU US Equity",US5951121038,USD,35.01,35.01,1
"HSP US Equity",US4410601003,USD,61.25,61.25,1
"MNK US Equity",IE00BBGT3753,USD,99.03,99.03,1
"MYL US Equity",US6285301072,USD,56.37,56.37,1
"PRGO US Equity",IE00BGH1M568,USD,167.16,167.16,1
"ACT US Equity",IE00BD1NQJ95,USD,257.41,257.41,1
"ATI US Equity",US01741R1023,USD,34.77,34.77,1
